Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF,iFF,iSF,iSF,iSF,ixG,iSCF,iRB,iRS,iDS,sDist,sDist,Pass,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,iFOW,iFOL,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G
1200000.00,92-03-03,Edmonton,AB,CAN,CAN,76,206,2010,2,36,R,Petrovic,Alex,D,FLA,49,1,13,5,8,14,-1,-1.9,79,1055,53361,885.7,18.15,18.13,32.90%,40.00%,7.90%,0.919,998,2.37,2.57,47.90%,-3,-0.2,110,110,83,55,55,55,1.9,0,1,1,2,53.6,51.1,118.8,106,106,72,34,28,27,16,55,27,16,55,6.80%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,1,0,31,6,0,0,17,27,13,24,9,-14,-10,22,3,0,1,1,754,803,603,630,441,469,33.1,40.3,103,144,35,38,21,34,50,40,71,74,383,423,344,275,123,131,64,54,0.6,2.2,2.7,1809,243,5.5,105.5,13.8,0.28
667500.00,92-03-06,Kingsford,MI,USA,USA,76,212,2010,5,148,L,Gravel,Kevin,D,L.A,49,1,6,3,3,7,3,4.2,6,997,41602,692.9,14.15,14.15,25.80%,30.40%,6.50%,0.928,993,1.99,1.65,54.80%,4,0.35,116,116,84,52,52,52,2.5,1,2,8,10,52.9,44.8,87.1,73,73,104,-31,32,24,2,65,24,2,65,12.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,28,0,0,19,8,0,0,25,3,6,3,5,3,6.7,3,0,0,0,0,688,541,510,375,353,263,28.4,20.8,84,64,23,19,28,16,35,31,63,47,306,284,381,382,88,51,51,39,0,2.3,2.3,1995.97,144,25,106.4,18.4,0.38
667500.00,97-07-29,Edmonton,AB,CAN,CAN,73,186,2015,2,51,L,Guhle,Brendan,D,BUF,3,0,0,0,0,0,1,0.1,0,71,2943,49.1,16.35,16.35,31.20%,0.00%,8.30%,0.967,1050,2.45,1.22,66.70%,1,1.22,9,9,5,4,4,4,0.2,1,0,0,0,55.3,50.5,0,3,3,3,0,1,0,0,8,0,0,8,15.10%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0.2,0,0,0,0,0,38,53,27,35,24,30,1.6,1.3,6,4,2,1,2,0,0,2,2,2,32,26,20,18,4,1,3,1,-0.1,0.2,0.1,108.32,11,0,111.3,0.3,0.08
6000000.00,83-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,L,Keith,Duncan,D,CHI,80,6,47,19,28,53,22,-0.9,16,2379,122960,2032.9,25.62,25.55,42.30%,51.50%,9.60%,0.921,1017,3.04,2.45,55.40%,20,0.59,384,370,243,183,183,183,8.8,9,2,6,8,53,47.9,289.7,24,24,81,-57,60,73,32,107,73,32,107,5.70%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,6,0,0,0,0,0,0,8,52,3,1,141,10,1,0,27,8,1,8,1,-7,4.6,8,0,0,0,0,1935,1874,1403,1387,1068,1047,92.1,97.2,303,344,103,83,48,73,71,112,119,185,1051,1066,377,702,315,231,91,111,4,5.5,9.5,2774.72,147,7,112.4,54,0.67
925000.00,96-07-22,St. Gallen,,CHE,CHE,70,193,2014,1,11,L,Fiala,Kevin,LW,NSH,54,11,5,3,2,16,1,6.6,18,1016,43780,729,13.52,13.51,25.20%,69.60%,5.50%,0.935,991,1.89,1.65,53.50%,3,0.25,183,183,146,114,114,114,11.5,41,6,12,18,26.1,26.4,97.7,44,44,51,-7,32,27,39,14,27,39,14,2.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,1,0,7,0,0,6,26,11,0,4,15,3,1,80,9,8,10,7,-1,-1.5,9,0,0,0,0,775,593,581,449,418,310,35.8,24.1,112,74,23,20,29,15,46,33,75,48,354,323,241,280,106,98,49,44,1,0.8,1.8,2161.83,76,9.2,112.6,26.6,0.49
600000.00,86-12-29,Spokane,WA,USA,USA,71,170,,,,R,Ryan,Derek,C,CAR,67,11,18,9,9,29,-8,-2,22,1369,59864,978.2,14.88,14.79,25.80%,70.70%,8.30%,0.908,991,2.51,2.33,51.90%,3,0.18,134,136,101,72,73,73,10.1,40,11,4,15,25.2,23.4,219.7,33,32,74,-42,29,36,33,37,36,32,36,4.50%,391,316,382,310,55.30%,75.40%,93,88,110,84,188,144,103,82,137,113,246,207,0,3,3,1,0,0,1,0,0,0,1,0,9,0,1,3,25,6,1,1,20,5,0,40,10,9,11,9,-1,-1.3,10,0,0,0,0,971,792,693,592,493,412,49.3,38.2,164,128,41,38,45,40,52,43,97,83,504,414,263,382,168,136,43,52,1.6,1,2.6,2806.11,92,6.6,108.1,26.7,0.4
800000.00,87-02-14,Thunder Bay,ON,CAN,CAN,71,185,2005,4,107,L,Pyatt,Tom,LW/C,OTT,82,9,14,9,5,23,9,-1.2,16,1826,76887,1277.6,15.63,15.61,27.30%,62.20%,7.30%,0.927,1000,1.74,2.3,43.00%,-12,-0.56,164,164,134,95,95,95,11,46,7,11,18,25,23.9,220.8,46,46,125,-79,39,20,35,89,20,35,89,6.20%,21,28,21,28,42.90%,3.60%,4,2,9,9,8,17,4,8,9,10,13,17,0,1,1,1,0,0,2,0,0,1,3,0,3,0,2,3,34,20,1,6,10,6,4,48,8,15,8,14,7,8.8,8,0,0,0,0,924,1439,690,1001,504,670,42.1,60.4,139,190,37,49,38,49,63,69,101,118,675,682,489,485,202,140,62,65,0,1.9,1.8,3395.14,151,10.1,111,17,0.21
4500000.00,92-05-06,Edmonton,AB,CAN,CAN,69,182,2010,5,147,R,Gallagher,Brendan,RW,MTL,64,10,19,11,8,29,7,9.7,39,1353,57965,966.1,15.1,15.1,26.80%,59.20%,8.20%,0.939,1021,3.04,1.55,66.20%,24,1.49,326,326,242,187,187,187,20.1,74,23,23,46,25.9,25.7,318.3,69,69,132,-63,55,25,33,15,25,33,15,1.90%,30,44,30,44,40.50%,7.20%,2,0,3,9,25,35,9,8,12,17,21,28,0,2,2,0,0,0,0,0,0,2,3,1,4,0,3,3,49,20,1,10,21,14,2,119,15,20,17,15,5,0.7,14,1,0,0,0,1113,770,828,559,600,410,55,36.6,193,129,49,25,54,31,65,61,119,92,527,497,348,483,176,110,61,64,1.6,1.4,3,2633.43,124,7.3,117,44.7,0.7
925000.00,95-03-10,St. Clair,MI,USA,USA,69,188,2013,4,121,L,Motte,Tyler,LW/C,CHI,33,4,3,3,0,7,2,-2.6,14,579,22546,375.8,11.38,11.39,21.20%,63.60%,8.00%,0.922,1002,1.76,2.71,39.30%,-6,-0.96,74,74,59,46,46,46,4.1,12,2,4,6,31.3,30.5,69.4,27,27,58,-31,13,4,13,24,4,13,24,5.80%,4,6,4,6,40.00%,2.80%,3,2,1,1,0,3,0,0,2,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,10,1,0,0,3,1,1,40,6,5,7,5,-1,0,6,0,0,0,0,258,416,180,303,137,217,12,21,38,72,11,17,8,16,22,17,30,33,171,185,145,228,50,40,22,23,0.2,0.4,0.6,1393.18,65,6.7,107.6,5.7,0.17
900000.00,98-07-29,Chesterfield,MO,USA,USA,70,168,2016,1,7,L,Keller,Clayton,C/LW,ARI,3,0,2,1,1,2,-3,-1.3,0,51,2280,38,12.67,12.67,23.40%,100.00%,25.00%,0.826,1076,3.16,6.31,33.30%,-2,-3.16,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,0,0,3,-3,0,0,1,0,0,1,0,0.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,25,42,14,36,8,23,0.5,2.9,1,12,2,4,2,5,2,2,4,7,18,9,13,14,5,2,1,1,0.1,-0.1,0,124.41,0,0,105.8,-0.2,-0.07
675000.00,90-04-23,Minneapolis,MN,USA,USA,74,205,,,,R,Tennyson,Matt,D,CAR,45,0,6,5,1,6,-13,-5.6,6,826,35874,596.2,13.28,13.27,24.50%,28.60%,7.90%,0.891,971,2.11,3.42,38.20%,-13,-1.31,82,82,50,36,36,36,1.4,1,3,5,8,50.3,46.7,104.6,65,65,98,-33,14,11,11,48,11,11,48,8.20%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,13,2,0,15,3,3,3,1,0,0.9,3,0,0,0,0,510,585,370,443,265,313,23.3,32.2,79,110,21,34,25,42,29,24,54,66,257,252,262,338,77,96,33,24,-0.1,0.4,0.3,1836.49,119,25.3,110.2,4.1,0.09
6000000.00,92-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,L,Skinner,Jeff,LW/C/RW,CAR,79,37,26,19,7,63,-3,4.9,28,1724,84081,1376.9,17.73,17.63,31.00%,77.80%,10.10%,0.896,997,3.53,2.88,55.10%,15,0.65,476,489,370,273,281,281,32.6,117,35,28,63,24.1,23.3,277.5,33,32,87,-55,98,65,65,28,65,64,28,2.40%,10,17,10,16,37.00%,2.10%,1,4,5,2,4,11,1,3,2,3,10,16,0,3,4,1,1,1,7,1,5,9,1,0,14,3,7,4,84,44,10,45,63,14,3,102,14,34,16,30,20,14.2,14,0,0,0,0,1490,1190,1102,908,803,635,80.8,60,276,223,81,66,76,59,82,67,158,126,654,598,363,483,269,268,61,79,7.1,1.7,8.8,3068.69,89,7,116.8,71.1,0.91
600000.00,87-02-13,Coquitlam,BC,CAN,CAN,71,199,,,,L,Street,Ben,C,DET,6,0,1,1,0,1,1,1.1,0,77,2970,49.5,8.25,8.25,15.60%,100.00%,3.20%,1,1032,1.21,0,100.00%,1,1.21,11,11,11,8,8,8,0.9,4,1,0,1,33.4,32,53.5,3,3,6,-3,3,2,0,0,2,0,0,0.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,54,46,42,36,31,23,3,2,13,6,1,0,5,2,0,2,5,4,16,19,18,28,7,5,0,3,0,0.1,0.1,266.72,3,0,121.3,1.9,0.31
1000000.00,86-07-28,Turku,,FIN,FIN,73,193,2004,1,19,L,Korpikoski,Lauri,LW/RW,CBJ/DAL,69,8,12,9,3,20,5,-5,10,1324,51364,854.4,12.4,12.4,22.80%,62.50%,8.40%,0.925,1009,2.25,2.53,47.10%,-4,-0.28,178,178,139,108,108,108,10.1,36,9,8,17,31.8,29.2,184.8,37,37,63,-26,31,21,12,36,21,12,36,3.80%,0,7,0,7,0.00%,0.90%,0,1,0,1,0,5,0,1,0,2,0,5,0,4,0,0,0,0,2,0,0,1,1,0,4,0,1,0,30,17,0,5,11,7,0,68,5,3,5,2,-2,-1.9,5,0,0,0,0,720,950,533,689,382,482,33.2,45.8,103,147,32,36,26,48,37,32,63,80,381,421,303,276,117,80,52,39,0.7,1,1.8,2895.21,83,9.8,117.3,18,0.26
4000000.00,77-12-11,Bern,,CHE,CHE,71,191,2004,9,262,L,Streit,Mark,D,PHI/PIT,68,6,21,6,15,27,-12,3.1,28,1691,76492,1272.5,18.72,18.73,32.50%,49.10%,7.50%,0.921,995,2.59,2.17,54.50%,9,0.42,224,224,154,114,114,114,7.3,15,9,3,12,48.4,45.5,107.7,38,38,91,-53,40,39,16,92,39,16,92,8.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,1,3,36,3,0,47,18,2,0,44,14,7,13,5,-7,0.2,14,0,0,0,0,1366,1100,1006,793,737,579,66.2,54,213,186,55,46,69,70,62,65,131,135,570,587,503,567,177,117,71,72,2.1,1.8,3.9,2637.71,158,3.9,116.3,30,0.44
792500.00,94-01-30,Berlin,,DEU,USA,69,180,2012,5,138,R,O'Regan,Daniel,C/LW,S.J,3,1,0,0,0,1,-2,-0.8,0,46,2079,28,9.32,10.07,20.40%,100.00%,8.30%,0.882,966,2.14,4.29,33.30%,-1,-2.14,4,5,4,4,5,5,0.4,2,1,0,1,27.6,24.8,0,1,1,5,-4,1,0,2,2,0,2,1,2.90%,15,17,11,14,46.90%,96.20%,2,6,4,5,9,6,0,0,9,13,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,35,19,24,12,17,1.2,1.7,5,6,1,2,1,2,1,2,2,4,11,15,7,14,2,3,1,1,0.1,0,0.1,109.3,3,0,135,0.4,0.12
1700000.00,91-09-25,G_vle,,SWE,SWE,71,186,2010,2,51,R,Jarnkrok,Calle,C,NSH,81,15,16,7,9,31,-1,6.1,25,1878,76428,1271.4,15.72,15.71,26.90%,60.80%,9.00%,0.914,1004,2.41,2.5,49.00%,-2,-0.09,233,233,180,134,134,134,13.1,46,11,15,26,29,26.1,80.7,49,49,86,-37,46,22,23,29,22,23,29,2.50%,452,463,452,463,49.40%,68.60%,156,195,176,145,120,123,117,126,190,180,277,274,1,3,1,0,0,0,2,0,0,1,1,0,11,0,2,11,33,9,4,10,13,13,0,85,11,17,11,14,6,1.6,10,1,0,0,0,1080,1181,788,886,566,617,49.9,52,159,157,51,53,45,37,52,46,97,83,661,673,367,446,168,141,58,80,1.6,1.3,2.9,3455.71,104,7.2,106.7,35.4,0.44
600000.00,88-01-04,Waltham,MA,USA,USA,73,206,2006,3,65,L,Strait,Brian,D,WPG,5,0,2,2,0,2,-1,-0.5,0,113,4779,79.1,15.93,15.9,29.70%,50.00%,14.30%,0.917,1060,3.03,2.27,57.10%,1,0.76,10,10,7,3,3,3,0.2,0,0,0,0,39.7,45.2,45,5,5,2,3,4,0,0,8,0,0,8,9.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0.4,0,0,0,0,0,68,89,49,59,28,36,3.6,3.9,12,15,4,3,2,1,3,9,5,10,34,37,40,21,13,11,6,4,0.1,0,0.2,187.46,13,0,119,1,0.21
4000000.00,91-12-05,Windsor,ON,CAN,USA,73,207,2010,1,12,L,Fowler,Cam,D,ANA,80,11,28,12,16,39,7,5.4,20,2258,119271,1973.8,24.85,24.79,41.10%,39.40%,9.90%,0.919,1018,3.01,2.4,55.60%,20,0.61,372,372,248,186,186,186,10.6,19,4,7,11,45.5,42.7,230,29,29,128,-99,62,68,30,134,68,30,134,7.20%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,3,0,0,4,1,4,4,53,3,0,67,24,3,2,87,10,7,9,6,-3,5.2,10,0,0,0,0,1914,1851,1446,1398,996,970,107.2,94.4,366,324,99,79,89,80,88,68,177,148,1209,909,610,638,315,162,115,108,3.1,5.2,8.3,2825.88,183,5.9,114.4,45.8,0.57
3667000.00,88-08-23,Sodertalje,,SWE,SWE,71,186,2007,6,168,L,Hagelin,Carl,LW,PIT,61,6,16,8,8,22,10,7.1,16,1334,56693,942.9,15.48,15.48,28.60%,56.40%,7.90%,0.914,993,2.48,2.74,47.60%,-4,-0.25,200,199,171,128,128,128,10.8,36,9,9,18,30.5,28.5,179.7,66,66,76,-10,43,21,19,24,21,19,24,2.60%,3,3,3,3,50.00%,0.60%,1,0,0,0,2,3,2,1,1,0,1,2,0,0,2,1,0,1,0,0,1,2,0,0,3,0,0,7,36,13,0,14,28,7,2,64,8,14,8,13,6,5.7,8,0,0,0,0,855,913,664,666,494,500,40.7,46.1,136,158,39,43,34,40,28,34,62,74,442,518,318,420,129,112,50,65,0.4,1.1,1.5,2359.71,106,10.6,112.5,33.2,0.54
832500.00,95-03-28,Ste-Agathe,QC,CAN,CAN,71,188,2013,1,3,L,Drouin,Jonathan,LW,T.B,73,21,32,17,15,53,-13,-1.5,16,1538,77555,1289.5,17.7,17.69,32.00%,71.60%,10.30%,0.909,1012,3.44,2.33,59.70%,24,1.12,323,323,246,183,183,183,14.3,33,6,16,22,31.6,28.8,321.3,50,50,67,-17,63,65,45,16,65,45,16,1.70%,96,124,96,124,43.60%,17.70%,19,22,15,26,62,76,32,43,22,29,65,80,1,3,6,1,0,0,3,0,4,3,1,0,10,3,7,18,35,19,1,33,28,1,0,101,8,13,9,10,5,3.8,8,0,0,0,0,1366,938,1029,738,717,551,63.3,40.9,183,109,74,50,47,31,44,62,91,93,578,668,416,409,220,134,90,72,4.5,1,5.5,2740.84,82,11.9,107.2,53.5,0.73
3000000.00,93-07-20,Karlstad,,SWE,SWE,75,220,2011,1,19,L,Klefbom,Oscar,D,EDM,82,12,26,15,11,38,7,7.3,6,2197,110061,1823.1,22.37,22.32,37.10%,35.80%,10.80%,0.906,1014,3.49,2.67,56.70%,25,0.82,398,398,285,201,201,201,8.9,11,5,11,16,48.8,47,257.8,43,43,151,-108,84,67,29,146,67,29,146,8.90%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,7,3,0,0,1,0,4,5,75,8,0,85,35,0,0,73,3,5,3,3,2,9.6,3,0,0,0,0,1786,1644,1362,1194,979,863,92.1,86.2,338,302,106,81,62,80,92,95,154,175,836,948,741,638,332,217,93,99,3.3,4.3,7.6,3096.86,195,24,112.9,50.2,0.61
5400000.00,94-10-03,Arlington,TX,USA,USA,76,220,2013,1,4,R,Jones,Seth,D,CBJ,75,12,30,13,17,42,6,6.9,24,2247,105315,1749,23.4,23.37,38.90%,56.00%,8.60%,0.908,994,2.57,2.57,50.00%,0,0,297,297,212,152,152,152,7.6,10,4,6,10,49,44.2,232.4,61,61,88,-27,60,44,32,118,44,32,118,7.50%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,3,1,0,0,8,1,1,4,54,4,0,50,28,2,0,68,11,11,12,10,0,7.4,11,0,0,0,0,1608,1570,1181,1152,872,815,71.9,80.9,225,263,75,75,47,65,65,58,112,123,905,900,530,473,185,198,85,102,3.9,3.9,7.8,2741.9,203,8.5,109,51.5,0.69
5000000.00,91-04-30,Boxford,MA,USA,USA,75,228,2009,1,19,L,Kreider,Chris,LW/C,NYR,75,28,25,18,7,53,6,7.3,58,1685,76522,1274.6,17,17,29.90%,70.70%,9.50%,0.903,999,3.53,2.26,61.00%,27,1.27,318,318,271,186,186,186,25.8,109,20,10,30,23.2,21.6,330.4,132,132,86,46,85,33,17,30,33,17,30,3.20%,5,4,5,4,55.60%,0.70%,1,1,0,0,4,3,1,2,2,0,4,3,1,7,4,0,0,0,2,1,2,5,9,0,9,0,3,3,79,16,5,9,41,31,1,83,26,19,28,18,-7,-7.6,24,2,0,0,0,1460,949,1111,708,788,497,76.3,41.6,262,130,75,48,61,31,50,54,111,85,666,657,418,429,225,130,63,71,5.4,1.4,6.8,2988.29,222,6.2,113.4,59.7,0.8
1650000.00,91-05-08,Vanier,ON,CAN,CAN,76,215,2009,2,54,L,Gelinas,Eric,D,COL,27,0,1,0,1,1,-4,-6.1,12,447,18764,311.9,11.58,11.57,23.10%,10.00%,6.80%,0.925,993,1.92,2.5,43.50%,-3,-0.58,62,62,43,29,29,29,1.2,1,0,1,1,61.2,49,0,32,32,23,9,14,6,3,16,6,3,16,5.60%,0,1,0,1,0.00%,0.40%,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,13,3,0,0,11,6,1,6,1,-5,-3.5,6,0,0,0,0,266,285,198,229,147,173,9.5,11.9,21,34,10,13,6,8,12,10,18,18,169,109,162,110,43,50,20,20,-0.3,0.5,0.2,1036.23,60,5.8,106,1.4,0.05
792500.00,94-11-15,Tarrytown,NY,USA,USA,75,200,2013,3,66,R,Pesce,Brett,D,CAR,82,2,18,7,11,20,23,9.8,20,2062,104325,1707.8,21.2,21.08,36.30%,24.70%,10.00%,0.914,1014,2.85,2.28,55.50%,16,0.56,265,267,162,107,109,108,4.5,4,4,10,14,51.4,47.2,146.2,57,56,134,-78,55,34,55,148,34,54,146,9.90%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,49,0,2,33,28,0,0,45,10,12,9,12,2,11.8,10,0,0,0,0,1567,1476,1141,1086,811,753,76.7,70.9,260,243,81,65,73,54,98,76,171,130,839,739,490,677,256,283,65,85,0.3,6.2,6.5,2991.62,225,11.2,106.9,39.6,0.49
925000.00,95-04-30,Buffalo,NY,USA,USA,72,190,2013,6,159,L,Malone,Sean,C,BUF,1,0,0,0,0,0,0,0,0,15,732,12.2,12.2,12.2,23.50%,0.00%,0.00%,1,1000,0,0,0.00%,0,0,2,2,1,1,1,1,0.2,1,0,0,0,14,13,0,0,0,1,-1,0,1,0,1,1,0,1,16.70%,5,3,5,3,62.50%,88.90%,1,1,2,1,2,1,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,6,7,5,6,5,0.4,0.4,2,2,0,0,0,0,0,0,0,0,5,4,0,4,4,1,0,1,0,0,0,39.78,1,0,78.7,0.4,0.4
3500000.00,86-09-14,Laurier-Station,QC,CAN,CAN,67,176,,,,L,Desharnais,David,C,EDM/MTL,49,6,8,3,5,14,4,-2.5,12,860,36628,609.7,12.47,12.46,23.50%,53.80%,9.00%,0.936,1026,2.56,1.77,59.10%,8,0.79,72,72,55,46,46,46,5.1,24,5,6,11,24.3,23.6,44.7,5,5,32,-27,9,12,21,15,12,21,15,2.90%,170,162,170,162,51.20%,61.80%,45,43,60,57,65,62,31,24,71,85,110,99,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,9,5,1,2,3,3,1,31,6,5,6,3,-1,-1.4,6,0,0,0,0,541,514,379,371,290,281,22.4,25.6,76,90,26,18,19,29,37,41,56,70,286,251,283,319,127,81,43,35,0.5,0.9,1.4,1986.07,32,4.3,103.8,13.6,0.28
4000000.00,89-10-20,Greenwich,CT,USA,USA,73,221,2008,1,7,L,Wilson,Colin,LW/C,NSH,70,12,23,17,6,35,7,5.4,18,1446,62821,1043.6,14.95,14.94,26.90%,57.40%,10.40%,0.916,1020,3.51,2.24,61.00%,22,1.26,184,184,148,113,113,113,14.6,57,15,10,25,22.3,21.4,312.8,50,50,88,-38,35,25,23,23,25,23,23,2.80%,16,23,16,23,41.00%,3.90%,2,2,6,5,8,16,6,10,7,8,7,13,0,1,0,0,0,0,4,0,0,0,3,0,5,1,1,4,29,23,1,2,10,9,3,65,9,7,8,8,-2,1.8,9,0,0,0,0,1118,834,807,638,586,463,52.7,34.6,170,117,61,39,42,23,44,37,86,60,513,482,321,362,142,104,52,57,2.4,1.4,3.8,2832.86,91,8.1,112.2,39.2,0.56
2600000.00,92-05-08,Dorchester,MA,USA,USA,77,215,2010,1,24,L,Hayes,Kevin,C/RW,NYR,76,17,32,18,14,49,10,-13.7,18,1797,75508,1256.8,16.57,16.55,28.20%,69.00%,13.20%,0.901,1033,3.39,3.1,52.20%,6,0.29,246,246,184,143,143,143,13.8,56,8,19,27,29.8,27.4,191.3,40,40,71,-31,41,66,54,30,66,54,30,2.40%,442,526,442,526,45.70%,82.70%,195,232,141,181,106,113,158,183,122,127,261,326,0,2,4,1,0,0,1,0,2,3,3,0,8,0,2,5,34,9,2,12,24,8,4,84,9,9,9,10,0,1.3,9,0,0,0,0,1022,1242,771,912,538,658,55.2,64,216,228,71,65,31,43,53,56,84,99,536,634,397,356,247,185,65,64,3.8,1.6,5.3,3198.58,88,10.4,108.1,32.9,0.43
3500000.00,87-02-20,Pisek,,CZE,CZE,78,226,2005,1,17,L,Hanzal,Martin,C,ARI/MIN,71,20,19,12,7,39,-17,-4.4,53,1651,75486,1255.2,17.72,17.71,30.20%,66.10%,8.80%,0.889,977,2.82,3.25,46.50%,-9,-0.43,272,272,227,169,169,169,21.5,90,22,9,31,28.9,23.8,215.6,145,145,70,75,58,30,31,58,30,31,58,5.20%,767,593,767,593,56.40%,94.00%,267,254,254,165,246,174,223,164,252,210,476,363,1,3,2,0,0,0,6,1,0,1,5,1,6,0,2,4,52,19,2,5,11,19,5,108,25,26,25,22,1,5,24,1,0,0,0,1248,1117,921,872,669,611,61.5,58.6,210,216,59,68,59,48,35,40,94,88,803,644,449,338,141,93,82,79,3,0.7,3.7,2896.13,257,7.3,113,43.4,0.61
925000.00,95-10-24,Sewell,NJ,USA,USA,71,183,2014,1,19,R,Deangelo,Anthony,D,ARI,39,5,9,4,5,14,-13,-7.6,37,815,40000,664.8,17.1,17.08,31.20%,53.80%,7.10%,0.926,997,2.35,2.44,49.10%,-1,-0.09,111,111,82,60,60,60,2.7,4,1,2,3,48.8,45.5,96,31,31,20,11,22,22,4,48,22,4,48,7.40%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,3,19,3,0,10,6,0,0,41,9,6,6,4,-3,4,6,1,0,0,2,676,647,524,525,367,366,32.6,34.2,119,120,26,27,26,29,22,29,48,58,329,351,234,207,95,54,30,35,1.3,0.4,1.7,1464.97,117,5.8,119.4,9.8,0.25
575000.00,93-04-06,Markham,ON,CAN,CAN,72,192,2012,3,71,L,Richard,Tanner,C,T.B,3,0,0,0,0,0,-2,-0.3,2,49,2287,38.1,12.7,12.7,23.00%,0.00%,0.00%,0.818,818,0,3.15,0.00%,-2,-3.15,3,3,2,1,1,1,0.1,0,0,0,0,41,31.1,0,6,6,6,0,1,1,2,2,1,2,2,7.70%,13,17,13,17,43.30%,96.80%,2,7,6,7,5,3,3,1,8,15,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,-1,-0.9,1,0,0,0,0,30,26,23,20,16,11,1.1,0.8,1,1,0,2,1,2,0,1,1,3,13,18,17,21,7,6,4,2,-0.1,0,-0.1,127.41,10,8,88.2,-0.2,-0.06
